id,neighbourhood,latitude,longitude,availability_365,number_of_reviews,reviews_per_month,minimum_nights,distance_seine,prix_moyen_journalier,periode
690497829663816124,Opéra,48.87778,2.34549,318,17,0.62,1,2220.920634600932,180.0,dec_2024
690546275306124715,Passy,48.84181,2.26291,341,33,1.21,2,481.9068621097842,128.0,dec_2024
690626619385449584,Batignolles-Monceau,48.88622,2.3241,221,2,0.08,5,2546.9508688211026,198.0,dec_2024
690927200104574577,Entrepôt,48.87845,2.36742,365,0,,1,2838.2396308627144,108.0,dec_2024
697586065263120184,Reuilly,48.84737,2.39291,13,13,0.47,2,1667.898889496905,95.0,dec_2024
697676790607539623,Vaugirard,48.84113,2.28606,280,30,1.49,4,996.5519277367174,160.0,dec_2024
697736003328412416,Buttes-Chaumont,48.87374,2.38346,179,12,0.48,2,2986.7862431374397,150.0,dec_2024
697774571284123943,Ménilmontant,48.85569489490286,2.396232560276985,362,17,0.62,2,2437.5596952872365,120.0,dec_2024
697884084547241686,Buttes-Montmartre,48.8839128,2.3439567,74,54,2.01,2,2817.642139303916,229.0,dec_2024
697968894912681390,Reuilly,48.83788445937419,2.3888459705105065,55,97,5.37,1,790.095188428219,170.0,dec_2024
698140409041177619,Popincourt,48.86258,2.37484,89,9,0.35,4,1622.5074940768563,190.0,dec_2024
698225518017591076,Gobelins,48.8323,2.34404,345,41,1.6,1,2149.6726201028778,290.0,dec_2024
698238611611268904,Popincourt,48.86852,2.38056,169,35,1.42,2,2396.373850267322,160.0,dec_2024
698244190412339507,Passy,48.87419,2.29022,66,2,0.07,2,1371.5718821158218,115.0,dec_2024
698284013611863410,Élysée,48.87619479139664,2.302314341068268,77,25,1.1,1,1410.9250434977873,379.0,dec_2024
698402622519122397,Entrepôt,48.8703684,2.3577837,114,26,1.01,3,1717.3574226008523,180.0,dec_2024
698459958152394119,Batignolles-Monceau,48.88582,2.29227,362,7,0.29,2,1829.595914240983,230.0,dec_2024
698488688562317042,Buttes-Montmartre,48.89107,2.33447,164,37,1.35,2,3264.6661209216954,150.0,dec_2024
698948400854660239,Ménilmontant,48.85755,2.4099,180,0,,2,3341.880495375754,250.0,dec_2024
699051062884923504,Temple,48.86528,2.35209,266,74,2.7,1,1026.9618307107353,436.0,dec_2024
699086708769712182,Popincourt,48.8612976,2.3807739,125,55,2.18,3,1851.4093982448649,150.0,dec_2024
699176125694277208,Opéra,48.879873,2.3474197,285,65,2.35,3,2477.1021018903393,303.0,dec_2024
693412708777764264,Popincourt,48.86700740000001,2.3691792,36,46,1.86,2,1807.1976110722287,189.0,dec_2024
693540064164737831,Louvre,48.86427251,2.3413287,277,24,0.89,6,689.3384109808851,165.0,dec_2024
693867417991824957,Temple,48.86316,2.36478,348,29,1.06,1,1277.4530611468078,285.0,dec_2024
693917317405190633,Hôtel-de-Ville,48.85221118560548,2.3628663060821564,234,28,1.07,6,201.80242593902048,200.0,dec_2024
693925683159717195,Passy,48.87370455094909,2.284604050219059,171,5,0.2,2,1516.852539086857,100.0,dec_2024
694035404124492971,Vaugirard,48.83842,2.29456,365,9,0.33,3,1646.8500931089593,400.0,dec_2024
694043386233370602,Ménilmontant,48.85547,2.40583,249,5,0.18,2,2964.3361563978287,130.0,dec_2024
694070448450673566,Buttes-Chaumont,48.88232,2.37272,66,84,3.19,1,3399.5950342183105,105.0,dec_2024
694114841105240795,Vaugirard,48.84639,2.29981,88,4,0.15,2,1305.8564903429753,190.0,dec_2024
694549022667303969,Louvre,48.862112320559135,2.3451763240368426,34,30,1.31,2,532.322006092788,80.0,dec_2024
694557905884020254,Buttes-Chaumont,48.88314,2.38139,314,47,1.71,2,3811.2386116470684,150.0,dec_2024
694649081684945830,Popincourt,48.86013459999999,2.3833643,224,117,4.32,2,1942.467704106565,100.0,dec_2024
694716066315254999,Reuilly,48.8459441,2.4061472,247,68,2.49,2,2341.085799570377,110.0,dec_2024
694738935804346754,Popincourt,48.85357,2.38678,283,40,1.48,3,1762.8214098873786,158.0,dec_2024
694754491012578773,Popincourt,48.85404,2.38737,115,6,0.22,3,1829.9229247762248,154.0,dec_2024
694957186100343380,Opéra,48.88205,2.34861,180,4,0.15,4,2732.552975225994,300.0,dec_2024
695334402790014426,Hôtel-de-Ville,48.85856,2.34956,263,48,1.71,2,276.4410527633271,228.0,dec_2024
695372802528283316,Batignolles-Monceau,48.88099,2.29828,265,37,1.34,3,1960.98135513756,119.0,dec_2024
695387650489696460,Batignolles-Monceau,48.8881078182943,2.319656834006309,132,8,0.36,3,2712.9193160020254,70.0,dec_2024
695466774354480961,Buttes-Montmartre,48.89571,2.33113,268,16,1.07,2,3686.0228882327056,110.0,dec_2024
695480760682857867,Popincourt,48.85357,2.3867799,285,43,1.54,3,1762.8159367310452,151.0,dec_2024
695482470717006551,Panthéon,48.83948840378203,2.349813303704824,79,27,1.26,3,1288.7028844328831,150.0,dec_2024
695507024898191800,Gobelins,48.82839886909908,2.352741393406648,100,60,2.16,2,1957.287543934968,120.0,dec_2024
695508367273306473,Ménilmontant,48.87277901985047,2.382647842168808,41,9,1.1,4,2865.2341629654697,115.0,dec_2024
695525053252800586,Entrepôt,48.87294934841113,2.349180334836161,269,88,3.16,3,1769.3407812117828,478.0,dec_2024
695561598960413004,Louvre,48.85908,2.34796,281,112,4.11,2,274.9068157316156,248.0,dec_2024
695565911023726476,Popincourt,48.85459,2.38574,276,44,1.6,3,1781.4459946649397,152.0,dec_2024
695828089474058410,Popincourt,48.85878294268463,2.3821231350302696,180,10,0.37,7,1791.6248649422532,130.0,dec_2024
696131834058906391,Vaugirard,48.84534,2.30527,340,20,0.73,1,1676.568578820194,146.0,dec_2024
699293651097291543,Reuilly,48.84451,2.38069,76,52,1.93,2,758.4941704571829,149.0,dec_2024
699701349236371561,Élysée,48.87313,2.32674,314,21,0.8,3,1199.175660079073,400.0,dec_2024
699773043055700511,Bourse,48.86934,2.34853,292,18,1.96,1,1372.7313075125837,220.0,dec_2024
699776590092482215,Popincourt,48.86064,2.38315,261,51,1.95,1,1957.0590738490066,75.0,dec_2024
699822043634994921,Buttes-Chaumont,48.87936,2.39858,299,16,0.65,2,4174.757365382423,120.0,dec_2024
699865430158644196,Hôtel-de-Ville,48.86154,2.3518,364,22,0.8,3,645.7722926441083,160.0,dec_2024
699891013925010107,Entrepôt,48.8824091,2.3642217,42,4,0.15,1,3128.4230719035736,78.0,dec_2024
699903402199525432,Élysée,48.8808,2.3182999,90,65,2.36,3,1896.1716754614886,75.0,dec_2024
699997773600421849,Buttes-Chaumont,48.8944206,2.3779739,232,84,3.1,1,4771.624769738302,219.0,dec_2024
700433043722439270,Buttes-Montmartre,48.88817,2.33973,21,4,0.15,5,3114.3478955679993,180.0,dec_2024
704825084817101913,Bourse,48.86422,2.35123,351,82,3.0,3,894.1040322411473,480.0,dec_2024
704852484931397128,Temple,48.86748,2.3587,354,41,1.5,1,1460.9347963677696,245.0,dec_2024
704871912321644840,Ménilmontant,48.85729,2.40228,220,78,3.0,2,2886.6956913017034,138.0,dec_2024
704883099205664667,Ménilmontant,48.85532,2.41077,279,33,1.23,3,3247.781957349006,118.0,dec_2024
704894837938704983,Temple,48.86844,2.35903,282,75,2.73,3,1566.9396784684589,289.0,dec_2024
704909594252479024,Popincourt,48.8623207,2.38233,167,55,2.05,2,2010.655903358065,150.0,dec_2024
704913708014297868,Entrepôt,48.8729433,2.358828700000001,281,65,2.38,3,2007.2829133682217,427.0,dec_2024
704966385498232946,Vaugirard,48.83763,2.27663,287,45,1.64,1,617.9903781701432,187.0,dec_2024
705006010893090756,Temple,48.86293,2.35462,262,74,2.72,3,874.1214304247909,427.0,dec_2024
705564480281263109,Vaugirard,48.83609,2.27678,284,27,1.01,1,718.4758068256718,125.0,dec_2024
705573506278617506,Panthéon,48.84999570998572,2.3501733715410325,269,0,,1,202.75835822738404,143.0,dec_2024
705618013224906859,Ménilmontant,48.87023,2.40159,365,9,0.33,6,3672.1388591568043,140.0,dec_2024
705619207406439607,Popincourt,48.8571182,2.3800735,267,25,0.99,5,1577.1237835078355,110.0,dec_2024
705630953591649913,Buttes-Montmartre,48.89538,2.33648,320,42,1.55,3,3765.377277259123,130.0,dec_2024
705647781847463060,Buttes-Montmartre,48.8947,2.33828,337,10,0.37,2,3742.2527207230437,100.0,dec_2024
705679779646791216,Vaugirard,48.83886,2.28752,88,27,1.01,1,1223.587205727482,185.0,dec_2024
696176040684473999,Reuilly,48.835093240771606,2.3922092467546463,74,8,1.4,2,787.2843434487874,86.0,dec_2024
696194748798652051,Hôtel-de-Ville,48.85579239551221,2.357269451022148,355,26,0.96,3,295.50754333963795,120.0,dec_2024
696332814055229621,Popincourt,48.8699,2.37897,354,35,1.41,4,2447.9841962490705,180.0,dec_2024
696337740842692256,Élysée,48.8757,2.31527,160,48,1.72,2,1332.3965689189313,200.0,dec_2024
696372847439396059,Temple,48.8613419,2.366472700000001,340,32,1.17,1,1158.4729582639495,167.0,dec_2024
696400018017903672,Luxembourg,48.842054814872256,2.334241345524788,364,42,1.54,3,1534.8996505681037,220.0,dec_2024
696400038119917853,Hôtel-de-Ville,48.8591543,2.3502098,104,55,2.02,3,356.0114846984815,135.0,dec_2024
696787960483812544,Vaugirard,48.8449483,2.3099856,277,101,3.68,3,1972.3913302310664,118.0,dec_2024
696859416537324166,Bourse,48.8690149,2.3515618,336,77,2.83,1,1406.6236044589002,350.0,dec_2024
696918074969586925,Bourse,48.8647058,2.3487651,211,34,1.24,3,887.6028468994184,190.0,dec_2024
696932868538711861,Reuilly,48.84661771106157,2.397983517088783,17,18,2.03,4,1919.9059443444078,75.0,dec_2024
696994970911333781,Reuilly,48.8413,2.39399,6,45,1.63,3,1322.4249144004157,82.0,dec_2024
697116513297717738,Louvre,48.8632723,2.3493245,177,58,2.12,3,748.7696361161367,130.0,dec_2024
697197497722931210,Passy,48.86639,2.28864,282,30,1.11,2,679.1738842571467,170.0,dec_2024
697324750830164589,Buttes-Chaumont,48.8917535039643,2.377171633623702,358,0,,1,4480.840163860822,110.0,dec_2024
697526790932818304,Popincourt,48.8679533,2.366722,16,28,1.02,2,1815.1438432647474,175.0,dec_2024
700631436306966909,Passy,48.83855,2.26455,361,6,0.22,2,184.04489233234844,120.0,dec_2024
701070953456960505,Buttes-Montmartre,48.8928786,2.344302,179,11,0.4,2,3730.4087847193805,140.0,dec_2024
701368271741273641,Opéra,48.87628,2.33179,283,38,1.4,3,1669.9347573908967,187.0,dec_2024
701658963698372565,Bourse,48.86462409592761,2.3490778277529034,105,105,4.47,2,886.000080449751,490.0,dec_2024
701924688316230168,Passy,48.86158,2.2835,31,11,0.4,3,602.2361333088626,300.0,dec_2024
701932325406223480,Buttes-Montmartre,48.8831103,2.3369472,273,136,4.98,3,2518.090926484102,110.0,dec_2024
702057214935012330,Buttes-Chaumont,48.89126,2.37699,280,27,1.22,3,4425.949137473602,162.0,dec_2024
702219868083265501,Buttes-Chaumont,48.88424,2.37001,172,53,1.92,2,3497.8834479001634,180.0,dec_2024
702268392237559163,Gobelins,48.8246091,2.3581224,364,2,0.48,2,1892.018869099549,101.0,dec_2024
702744895067504326,Vaugirard,48.838226,2.292509,334,7,0.26,3,1568.7344056146878,177.0,dec_2024
702828687483497943,Opéra,48.88228,2.34496,364,28,1.02,2,2694.7367947990283,420.0,dec_2024
703213403431610185,Vaugirard,48.83664,2.29343,33,49,1.78,2,1722.0590401508914,119.0,dec_2024
703253653962850917,Buttes-Chaumont,48.88635,2.39037,25,15,0.55,3,4440.7413111548685,350.0,dec_2024
703325821529871592,Passy,48.86937900617782,2.2791689403779936,140,36,1.82,3,1392.048936950992,135.0,dec_2024
705879795345666697,Louvre,48.86152,2.34175,301,41,1.52,2,396.2485177778156,300.0,dec_2024
706175281817660298,Batignolles-Monceau,48.88351,2.28282,87,17,0.62,1,1604.4606242348807,200.0,dec_2024
706286527633665044,Ménilmontant,48.85758,2.40813,248,1,0.23,5,3239.3106210609285,180.0,dec_2024
706320709737230799,Passy,48.85062,2.26033,365,1,0.04,4,1161.9531122579024,350.0,dec_2024
706368549788208527,Panthéon,48.84857179999999,2.3546954,231,36,1.5,2,236.74107169093654,160.0,dec_2024
706412061640069300,Observatoire,48.83243400000001,2.337518,83,1,0.04,3,2364.4304043473585,150.0,dec_2024
706434775201146640,Batignolles-Monceau,48.87926,2.29439,260,112,4.15,1,1809.0692818343705,169.0,dec_2024
706522367129851827,Opéra,48.87977,2.33345,123,30,1.13,3,2073.21131278056,160.0,dec_2024
706825612984163054,Opéra,48.87655,2.34059,130,46,1.7,3,1981.9517452365837,180.0,dec_2024
706866991374692482,Temple,48.86306,2.35268,163,57,2.2,3,824.9124705105361,250.0,dec_2024
706974000325977355,Passy,48.83845,2.26009,365,1,0.16,2,452.1520376485098,180.0,dec_2024
707009472426770342,Buttes-Montmartre,48.8911379,2.3375368,240,6,0.23,3,3352.430045504659,89.0,dec_2024
707046272456507478,Entrepôt,48.87540135238104,2.3503860631555846,353,57,2.42,2,2055.9786043341824,150.0,dec_2024
707146575230869866,Vaugirard,48.840529472183455,2.297702365458898,29,17,1.32,1,1645.0934036165418,120.0,dec_2024
707295595395672819,Entrepôt,48.87238874589925,2.364918951520538,258,13,0.52,4,2156.233593993404,140.0,dec_2024
707536917097965998,Temple,48.86784,2.35496,288,6,0.22,1,1372.8454330820725,140.0,dec_2024
710908933677037384,Passy,48.84188,2.2658,364,47,1.73,2,306.4811927653975,125.0,dec_2024
711208699474820662,Entrepôt,48.87124,2.35088,204,52,1.95,1,1626.723310645402,285.0,dec_2024
711281728126742268,Temple,48.86354,2.36589,362,0,,4,1353.300680758906,280.0,dec_2024
711298973905674906,Ménilmontant,48.85505,2.41072,75,20,0.76,4,3227.1678219081787,72.0,dec_2024
711345896875478100,Luxembourg,48.84228,2.33478,260,13,0.49,1,1493.7907305244094,325.0,dec_2024
711447628766001191,Louvre,48.86466204846595,2.3322273418307304,231,30,1.12,3,526.7240080130895,350.0,dec_2024
711948422863554784,Popincourt,48.87115,2.37668,298,28,2.46,1,2474.887464679265,250.0,dec_2024
711952496184954728,Bourse,48.86743,2.35055,77,37,1.37,2,1216.0995685135647,161.0,dec_2024
711989017986717833,Entrepôt,48.87537,2.36658,166,29,1.07,2,2505.679506253038,160.0,dec_2024
712009468767069251,Popincourt,48.85481,2.38893,280,8,0.3,3,1972.3322840974743,483.0,dec_2024
712016374833624750,Buttes-Montmartre,48.89002,2.34196,181,41,1.51,4,3369.7836406466326,223.0,dec_2024
703361509815205622,Reuilly,48.8503,2.37518,306,138,5.04,2,888.2422352945549,89.0,dec_2024
703417068293348438,Ménilmontant,48.8731,2.383,14,5,0.19,4,2909.2926344569637,80.0,dec_2024
703594813034377343,Popincourt,48.8574954,2.3899483,125,7,0.26,2,2227.0536299411974,140.0,dec_2024
703625101496504866,Vaugirard,48.84245,2.29423,348,15,0.54,2,1313.3355683988505,140.0,dec_2024
703660788475711983,Entrepôt,48.87148,2.35824,332,7,0.27,4,1842.4399693225366,150.0,dec_2024
704001622947100586,Palais-Bourbon,48.85219,2.31991,139,8,0.29,2,1096.5660414289816,150.0,dec_2024
704138985767282374,Ménilmontant,48.87459,2.39255,336,24,0.88,2,3485.3178841214853,115.0,dec_2024
704184606347475862,Buttes-Montmartre,48.89418,2.33925,64,10,0.4,2,3713.230580496368,88.0,dec_2024
704272935893434240,Vaugirard,48.83453,2.29786,63,3,0.64,4,2122.3702409519046,200.0,dec_2024
704342182780377544,Batignolles-Monceau,48.89707,2.32628,178,8,0.29,2,3372.4809925085037,200.0,dec_2024
704637158621281670,Buttes-Montmartre,48.88571,2.3343,358,9,0.33,3,2703.867482374882,100.0,dec_2024
704719766847013913,Buttes-Chaumont,48.87447085866788,2.382330943181918,88,0,,7,3007.0099213181406,110.0,dec_2024
704790768694587400,Entrepôt,48.8837679,2.3606633,89,14,0.51,3,3173.9396780277634,200.0,dec_2024
704792828299282541,Entrepôt,48.881,2.366,363,0,,3,3044.192418813039,220.0,dec_2024
707612555743907753,Panthéon,48.83755197664415,2.346930457672132,252,1,0.25,6,1579.7910321252823,380.0,dec_2024
707731928084985954,Buttes-Chaumont,48.87708,2.38508,360,46,1.74,3,3360.220702337294,120.0,dec_2024
707897284885132394,Opéra,48.87858,2.33343,259,8,0.31,3,1952.5582089019103,190.0,dec_2024
708025802280253409,Panthéon,48.83737,2.3528,306,41,1.74,2,1294.5452032123173,490.0,dec_2024
708541033902709139,Élysée,48.872191988554974,2.32621718198061,91,45,1.69,3,1088.0556230223967,400.0,dec_2024
708643532266612843,Bourse,48.86488569999999,2.3514745,97,34,1.35,2,969.6401981155492,200.0,dec_2024
708719252427746026,Gobelins,48.83453,2.3533,359,38,1.41,2,1480.0798701784115,120.0,dec_2024
708731313276309458,Palais-Bourbon,48.85853,2.29951,357,62,2.26,2,493.2784778526453,340.0,dec_2024
709084514737758060,Vaugirard,48.84899,2.304083,267,32,1.46,5,1361.1437100392657,340.0,dec_2024
709162396385915865,Vaugirard,48.8486755,2.2883404,151,24,0.9,2,522.3121834642194,189.0,dec_2024
712124863842179585,Opéra,48.88147,2.34976,359,16,0.62,3,2690.808030837392,375.0,dec_2024
712138922680075719,Buttes-Chaumont,48.8791,2.37722,256,42,1.68,2,3270.6593757349233,500.0,dec_2024
712142776214231363,Gobelins,48.82432,2.37194,196,11,0.42,2,1122.9775574694547,120.0,dec_2024
712165252139153492,Batignolles-Monceau,48.87809,2.29347,342,60,2.28,3,1698.3071422616429,200.0,dec_2024
712305511431737021,Opéra,48.88025628911756,2.343444396086891,278,66,2.45,3,2444.1310465252477,94.0,dec_2024
712314881056064512,Palais-Bourbon,48.85880630039349,2.298339134462739,145,45,1.75,2,420.12505159321586,220.0,dec_2024
712759400446265657,Popincourt,48.8606,2.37185,88,162,5.95,1,1311.9646145745367,350.0,dec_2024
712879604908247305,Buttes-Montmartre,48.89572,2.34574,325,4,0.16,6,4061.3928116064353,200.0,dec_2024
712929361813913364,Hôtel-de-Ville,48.85969117784485,2.3540886227538893,222,49,1.82,3,536.1551283293969,350.0,dec_2024
712932265719373023,Buttes-Montmartre,48.88372,2.3406,88,4,0.15,2,2691.2189084377555,245.0,dec_2024
712997771180222230,Batignolles-Monceau,48.88791,2.31978,178,8,0.3,2,2691.569027176913,225.0,dec_2024
713018573061157140,Opéra,48.88013,2.33426,365,30,1.13,3,2134.5259488732695,110.0,dec_2024
713094363371936999,Temple,48.86068,2.36175,105,5,0.23,4,929.4970568547814,350.0,dec_2024
713205962165139073,Ménilmontant,48.87373,2.38956,109,33,1.25,3,3266.266203561507,105.0,dec_2024
713475548181529592,Temple,48.85983,2.36225,80,16,0.61,2,863.4380296426044,150.0,dec_2024
713478022013366578,Popincourt,48.86165,2.37475,259,78,2.88,2,1542.5930967043612,110.0,dec_2024
713492966275961337,Reuilly,48.85088,2.37504,138,1,0.23,6,923.4539999944873,350.0,dec_2024
713580009343640469,Buttes-Montmartre,48.88988760602075,2.3447716950495905,269,0,,1,3441.975850371272,150.0,dec_2024
713624624038156880,Buttes-Montmartre,48.88784,2.3425,255,18,0.78,3,3165.4669499660754,250.0,dec_2024
713655078558304798,Luxembourg,48.85277,2.33642,241,66,2.57,2,519.3703498873986,155.0,dec_2024
713693668114543702,Ménilmontant,48.87307976493015,2.385102690387285,349,99,4.28,1,3000.3318701508856,85.0,dec_2024
713704883259500389,Buttes-Montmartre,48.89517112773771,2.3464004695415497,245,0,,7,4026.4178272843806,150.0,dec_2024
713712404532805971,Vaugirard,48.83182,2.28229,266,1,0.04,7,1315.7193500890196,70.0,dec_2024
713781267072503379,Batignolles-Monceau,48.88017809999999,2.2855003,172,34,1.32,2,2017.3672075728443,175.0,dec_2024
716657982629447557,Luxembourg,48.85307869999998,2.337747426983628,143,45,1.69,2,421.5037673015021,275.0,dec_2024
716694474718880450,Gobelins,48.82652,2.35593,130,1,0.04,3,1890.9114090575165,270.0,dec_2024
716714954532503781,Reuilly,48.83332,2.41255,288,162,6.81,3,1742.8869673210577,120.0,dec_2024
716758961968939058,Gobelins,48.82382,2.36023,289,130,4.82,1,1826.7752537962258,99.0,dec_2024
717072535937763500,Buttes-Montmartre,48.89348,2.34769,301,61,2.3,2,3894.6142838154396,331.0,dec_2024
717094455535198948,Hôtel-de-Ville,48.85641,2.36088,357,5,0.19,3,481.0093030984646,170.0,dec_2024
717097954177677391,Buttes-Chaumont,48.87918579999999,2.3773836,364,10,0.38,3,3284.7515279877985,225.0,dec_2024
717100819214281126,Louvre,48.856228,2.342519,247,15,0.56,2,69.71728812434536,200.0,dec_2024
717147103082568895,Buttes-Montmartre,48.8908423,2.3268851,22,43,1.63,2,3090.3353375538672,130.0,dec_2024
717156867877452324,Vaugirard,48.85351799116224,2.2962914407253265,361,30,1.13,2,622.2079842723114,298.0,dec_2024
717174592746782011,Popincourt,48.85053406172917,2.3842305885898103,309,23,0.86,4,1398.4286706103535,420.0,dec_2024
717215227886491135,Panthéon,48.8414194,2.3537369,306,54,2.22,2,942.9004487486615,145.0,dec_2024
717320758804826104,Temple,48.868042201160506,2.3551491647958755,93,29,1.12,3,1399.1323662297239,170.0,dec_2024
717377240885004799,Buttes-Chaumont,48.88657,2.37781,60,47,1.83,2,3994.390474806763,95.0,dec_2024
709236387155644977,Hôtel-de-Ville,48.85587,2.36327,352,46,1.69,2,511.54956320509075,200.0,dec_2024
709286425926215108,Passy,48.83994,2.26731,267,7,0.26,4,97.83662102094652,120.0,dec_2024
709351822595086596,Temple,48.86556,2.36393,254,13,0.79,3,1482.6140496986598,481.0,dec_2024
709388070876603919,Entrepôt,48.87355,2.35546,320,38,1.96,5,1975.364537141428,200.0,dec_2024
709814907710648747,Palais-Bourbon,48.86109147196927,2.3183722655849586,169,20,0.73,3,267.3342938745267,350.0,dec_2024
709825085380188534,Buttes-Montmartre,48.89078940827278,2.359030087319329,365,39,1.59,2,3879.0864107968177,120.0,dec_2024
709846683832694176,Ménilmontant,48.8692222,2.4007286,341,6,0.22,3,3557.19301738169,142.0,dec_2024
709850574972151598,Passy,48.85718,2.28298,88,22,0.81,3,309.5303436486329,450.0,dec_2024
709964666205379658,Batignolles-Monceau,48.88446,2.29193,326,167,6.15,2,1939.7320568706446,249.0,dec_2024
709990256760668667,Batignolles-Monceau,48.89152188250597,2.323978543281555,260,18,0.66,2,3125.815031535345,160.0,dec_2024
710023299557568466,Temple,48.86187,2.35683,325,64,2.34,2,847.315205777986,195.0,dec_2024
710030414950207257,Passy,48.875881293434745,2.2857855332779144,284,9,0.86,3,1679.9023201592279,300.0,dec_2024
710078854056814891,Temple,48.8621584,2.357447800000001,332,80,2.94,2,899.0294306905871,195.0,dec_2024
710157512340809993,Vaugirard,48.8431666,2.2998516,276,64,2.41,3,1556.073691328936,290.0,dec_2024
710442492775882111,Passy,48.8477509,2.2619873,178,0,,5,889.5383568568697,270.0,dec_2024
710535700196730635,Popincourt,48.86098,2.38236,43,36,1.43,2,1927.787446203923,120.0,dec_2024
710542967742390308,Entrepôt,48.8771859,2.3496846,303,109,4.01,2,2231.4129420698505,98.0,dec_2024
710572040020071415,Opéra,48.87651,2.33645,337,59,2.29,1,1835.9114275637648,130.0,dec_2024
710597663169212471,Entrepôt,48.87132,2.35086,251,185,7.14,1,1634.7390118613143,155.0,dec_2024
710639463597331596,Panthéon,48.84563,2.34569,246,16,0.6,6,780.6183940427289,300.0,dec_2024
710657031768153103,Buttes-Chaumont,48.88094,2.37991,348,25,0.92,2,3544.4042642819745,212.0,dec_2024
714184142737367452,Ménilmontant,48.85375,2.39967,134,34,1.29,3,2487.516672880706,80.0,dec_2024
714221900019077030,Batignolles-Monceau,48.8788663,2.2957214,313,84,3.11,2,1748.1598475795508,139.0,dec_2024
714289805381845419,Opéra,48.87721,2.34872,360,1,0.04,5,2214.286353841676,150.0,dec_2024
714344317656614018,Temple,48.8572004,2.3642588,155,7,0.32,3,676.0714699919803,250.0,dec_2024
714374784329587828,Élysée,48.872018,2.3114922,308,68,2.56,2,921.9832383059143,166.0,dec_2024
714391843620589502,Passy,48.85765,2.27533,322,41,1.52,4,760.1399756912897,350.0,dec_2024
714459484334804671,Batignolles-Monceau,48.88335,2.31694,365,4,0.15,5,2178.384780822988,69.0,dec_2024
714463403495511654,Vaugirard,48.83364,2.28743,87,21,1.03,2,1525.3961087892594,320.0,dec_2024
714487469484374168,Buttes-Montmartre,48.8922514,2.330488,358,0,,3,3301.786481282456,180.0,dec_2024
714540154574756399,Buttes-Chaumont,48.8765496,2.3761671,165,13,0.5,3,2984.402419018318,250.0,dec_2024
714828758508693499,Batignolles-Monceau,48.87995,2.29861,363,0,,2,1843.4568956063383,165.0,dec_2024
714861010990818392,Panthéon,48.84799786115557,2.352167241051552,90,38,1.42,3,369.6967150553873,150.0,dec_2024
714892208467852226,Ménilmontant,48.8682595,2.3839876,365,8,0.3,4,2542.233280020317,140.0,dec_2024
717523726808190737,Buttes-Montmartre,48.88837,2.33132,132,31,1.17,3,2905.0093449840974,175.0,dec_2024
717556271678978997,Entrepôt,48.8784915,2.3640226,364,0,,5,2729.806303728606,200.0,dec_2024
717959532670173678,Gobelins,48.82613,2.3542,340,2,0.07,1,2019.1272238754714,165.0,dec_2024
717974782990189315,Entrepôt,48.87949,2.3562,335,10,0.39,3,2619.5951933385395,225.0,dec_2024
718002009387937273,Temple,48.86485,2.36143,187,9,0.44,3,1312.2517673737009,140.0,dec_2024
718032301912026120,Temple,48.8610088,2.3552677,239,4,0.2,2,706.2253153784127,275.0,dec_2024
718044802842196907,Bourse,48.86945238591613,2.3529129644180458,168,2,0.1,5,1483.9762774235744,300.0,dec_2024
718590345304048190,Bourse,48.8695599,2.3523435,259,13,0.49,2,1482.07500907689,80.0,dec_2024
718642218138325863,Passy,48.85403486933062,2.2707078605890274,218,17,0.89,3,750.9471990572655,250.0,dec_2024
718693132836303274,Batignolles-Monceau,48.89104,2.31891,129,17,0.71,5,3012.744072928398,150.0,dec_2024
718696845158944216,Bourse,48.86821,2.34577,119,60,2.29,2,1192.84265032737,115.0,dec_2024
718713969335042226,Buttes-Chaumont,48.87618,2.37619,130,20,0.76,2,2949.0302227895877,110.0,dec_2024
718803092833996812,Temple,48.85942,2.36325,33,16,0.6,3,858.1388301056107,290.0,dec_2024
718803501668543412,Entrepôt,48.87955,2.36664,135,31,1.18,2,2920.924360746679,114.0,dec_2024
718853140798979805,Buttes-Chaumont,48.89173,2.38512,350,30,1.21,3,4762.622919063822,72.0,dec_2024
719211045708076362,Temple,48.8610088,2.3552677,307,0,,2,706.2253153784127,400.0,dec_2024
719260404175973778,Temple,48.86691,2.36377,273,91,3.5,3,1598.45480957856,248.0,dec_2024
719364150788253155,Temple,48.85964,2.36509,341,13,0.51,3,943.7542242736951,300.0,dec_2024
719378129299322452,Luxembourg,48.85209,2.33878,239,32,1.19,2,435.67548593808567,107.0,dec_2024
719378300108094199,Batignolles-Monceau,48.88537,2.29396,349,20,0.81,2,1942.1711168637394,100.0,dec_2024
719391761192588385,Observatoire,48.834195703673366,2.327524423599243,137,30,1.64,2,2538.2604021045527,110.0,dec_2024
719449612318781726,Batignolles-Monceau,48.89416400418281,2.321851886808872,141,19,0.93,2,3112.769139119824,98.0,dec_2024
719457951655005925,Ménilmontant,48.87209,2.37982,325,55,2.06,1,2684.6258088569666,90.0,dec_2024
719569533655034833,Palais-Bourbon,48.8588751,2.3233188,362,11,0.54,1,315.373861814996,200.0,dec_2024
719589304596087288,Opéra,48.88292,2.33297,56,21,1.14,1,2379.4955576501934,140.0,dec_2024
719601301988406564,Temple,48.86206,2.36357,89,3,0.13,5,1127.6576119798153,240.0,dec_2024
719756761266500841,Vaugirard,48.84411,2.31867,332,8,0.48,5,1961.23855497514,222.0,dec_2024
